Fecha y Hora de la Venta,ID de la Transacción,Nombre del Producto,Cantidad,Precio de Venta por Unidad (MXN),Precio Total de la Venta (MXN)
2024-03-31 07:30:00,4457,Empanada,4,51.0,204.0
2024-03-31 07:31:00,4458,Gordita,8,42.5,340.0
2024-03-31 07:35:00,4459,Taco,6,34.0,204.0
2024-03-31 07:35:00,4460,Gordita,6,42.5,255.0
2024-03-31 07:43:00,4461,Taco,8,34.0,272.0
2024-03-31 08:11:00,4462,Nuegado,5,25.5,127.5
2024-03-31 08:11:00,4463,Taco,7,34.0,238.0
2024-03-31 09:02:00,4464,Pozol,3,34.0,102.0
2024-03-31 09:34:00,4465,Coca-Cola,5,25.5,127.5
2024-03-31 10:10:00,4466,Coca-Cola,7,25.5,178.5
2024-03-31 10:27:00,4467,Turrón,5,34.0,170.0
2024-03-31 10:36:00,4468,Taco,2,34.0,68.0
2024-03-31 10:45:00,4469,Turrón,9,34.0,306.0
2024-03-31 11:05:00,4470,Coca-Cola,2,25.5,51.0
2024-03-31 11:11:00,4471,Empanada,3,51.0,153.0
2024-03-31 11:13:00,4472,Gordita,7,42.5,297.5
2024-03-31 11:23:00,4473,Coca-Cola,1,25.5,25.5
2024-03-31 11:57:00,4474,Coca-Cola,9,25.5,229.5
2024-03-31 12:12:00,4475,Pozol,2,34.0,68.0
2024-03-31 12:25:00,4476,Coca-Cola,4,25.5,102.0
2024-03-31 12:47:00,4477,Turrón,2,34.0,68.0
2024-03-31 12:54:00,4478,Empanada,5,51.0,255.0
2024-03-31 13:00:00,4479,Gordita,4,42.5,170.0
2024-03-31 13:06:00,4480,Empanada,2,51.0,102.0
2024-03-31 13:19:00,4481,Pozol,2,34.0,68.0
2024-03-31 13:20:00,4482,Coca-Cola,10,25.5,255.0
2024-03-31 13:34:00,4483,Turrón,1,34.0,34.0
2024-03-31 13:41:00,4484,Gordita,3,42.5,127.5
2024-03-31 13:52:00,4485,Coca-Cola,7,25.5,178.5
2024-03-31 14:22:00,4486,Pozol,10,34.0,340.0
2024-03-31 14:24:00,4487,Empanada,4,51.0,204.0
2024-03-31 14:44:00,4488,Empanada,10,51.0,510.0
2024-03-31 14:58:00,4489,Taco,6,34.0,204.0
2024-03-31 15:16:00,4490,Coca-Cola,1,25.5,25.5
2024-03-31 15:21:00,4491,Nuegado,1,25.5,25.5
2024-03-31 15:32:00,4492,Coca-Cola,9,25.5,229.5
2024-03-31 16:17:00,4493,Empanada,1,51.0,51.0
2024-03-31 16:23:00,4494,Pozol,8,34.0,272.0
2024-03-31 16:41:00,4495,Coca-Cola,9,25.5,229.5
2024-03-31 16:48:00,4496,Turrón,10,34.0,340.0
2024-04-01 07:09:00,4497,Taco,2,34.0,68.0
2024-04-01 07:15:00,4498,Nuegado,2,25.5,51.0
2024-04-01 07:21:00,4499,Empanada,7,51.0,357.0
2024-04-01 07:22:00,4500,Empanada,10,51.0,510.0
2024-04-01 07:29:00,4501,Pozol,4,34.0,136.0
2024-04-01 07:31:00,4502,Turrón,2,34.0,68.0
2024-04-01 07:35:00,4503,Gordita,8,42.5,340.0
2024-04-01 07:35:00,4504,Empanada,1,51.0,51.0
2024-04-01 07:49:00,4505,Taco,6,34.0,204.0
2024-04-01 07:50:00,4506,Coca-Cola,3,25.5,76.5
2024-04-01 07:50:00,4507,Taco,8,34.0,272.0
2024-04-01 07:55:00,4508,Pozol,1,34.0,34.0
2024-04-01 07:55:00,4509,Coca-Cola,7,25.5,178.5
2024-04-01 07:59:00,4510,Gordita,10,42.5,425.0
2024-04-01 08:06:00,4511,Nuegado,3,25.5,76.5
2024-04-01 08:17:00,4512,Turrón,5,34.0,170.0
2024-04-01 08:22:00,4513,Gordita,6,42.5,255.0
2024-04-01 08:25:00,4514,Nuegado,2,25.5,51.0
2024-04-01 08:26:00,4515,Gordita,7,42.5,297.5
2024-04-01 08:28:00,4516,Taco,1,34.0,34.0
2024-04-01 09:19:00,4517,Pozol,6,34.0,204.0
2024-04-01 09:30:00,4518,Coca-Cola,6,25.5,153.0
2024-04-01 09:31:00,4519,Pozol,7,34.0,238.0
2024-04-01 09:32:00,4520,Taco,2,34.0,68.0
2024-04-01 09:38:00,4521,Nuegado,5,25.5,127.5
2024-04-01 09:45:00,4522,Coca-Cola,6,25.5,153.0
2024-04-01 09:47:00,4523,Empanada,10,51.0,510.0
2024-04-01 10:06:00,4524,Empanada,3,51.0,153.0
2024-04-01 10:13:00,4525,Coca-Cola,7,25.5,178.5
2024-04-01 10:15:00,4526,Nuegado,6,25.5,153.0
2024-04-01 10:15:00,4527,Coca-Cola,5,25.5,127.5
2024-04-01 10:22:00,4528,Taco,5,34.0,170.0
2024-04-01 10:27:00,4529,Nuegado,8,25.5,204.0
2024-04-01 10:34:00,4530,Gordita,8,42.5,340.0
2024-04-01 10:39:00,4531,Gordita,3,42.5,127.5
2024-04-01 10:40:00,4532,Nuegado,4,25.5,102.0
2024-04-01 10:43:00,4533,Gordita,8,42.5,340.0
2024-04-01 10:56:00,4534,Gordita,7,42.5,297.5
2024-04-01 11:06:00,4535,Nuegado,6,25.5,153.0
2024-04-01 11:18:00,4536,Gordita,1,42.5,42.5
2024-04-01 11:28:00,4537,Taco,4,34.0,136.0
2024-04-01 11:31:00,4538,Gordita,7,42.5,297.5
2024-04-01 11:38:00,4539,Turrón,9,34.0,306.0
2024-04-01 11:40:00,4540,Coca-Cola,8,25.5,204.0
2024-04-01 11:44:00,4541,Empanada,2,51.0,102.0
2024-04-01 11:44:00,4542,Empanada,5,51.0,255.0
2024-04-01 11:49:00,4543,Nuegado,6,25.5,153.0
2024-04-01 11:51:00,4544,Turrón,1,34.0,34.0
2024-04-01 11:52:00,4545,Nuegado,3,25.5,76.5
2024-04-01 11:54:00,4546,Gordita,9,42.5,382.5
2024-04-01 12:10:00,4547,Taco,8,34.0,272.0
2024-04-01 12:16:00,4548,Nuegado,2,25.5,51.0
2024-04-01 12:23:00,4549,Turrón,7,34.0,238.0
2024-04-01 12:24:00,4550,Taco,3,34.0,102.0
2024-04-01 12:25:00,4551,Gordita,7,42.5,297.5
2024-04-01 12:34:00,4552,Gordita,2,42.5,85.0
2024-04-01 12:36:00,4553,Taco,4,34.0,136.0
2024-04-01 12:55:00,4554,Coca-Cola,8,25.5,204.0
2024-04-01 13:06:00,4555,Gordita,3,42.5,127.5
2024-04-01 13:16:00,4556,Gordita,9,42.5,382.5
2024-04-01 13:25:00,4557,Pozol,7,34.0,238.0
2024-04-01 13:28:00,4558,Gordita,1,42.5,42.5
2024-04-01 13:43:00,4559,Nuegado,6,25.5,153.0
2024-04-01 13:56:00,4560,Coca-Cola,10,25.5,255.0
2024-04-01 14:00:00,4561,Pozol,2,34.0,68.0
2024-04-01 14:24:00,4562,Pozol,9,34.0,306.0
2024-04-01 14:32:00,4563,Coca-Cola,2,25.5,51.0
2024-04-01 14:37:00,4564,Coca-Cola,5,25.5,127.5
2024-04-01 14:41:00,4565,Empanada,4,51.0,204.0
2024-04-01 14:42:00,4566,Pozol,8,34.0,272.0
2024-04-01 14:47:00,4567,Coca-Cola,9,25.5,229.5
2024-04-01 14:48:00,4568,Coca-Cola,5,25.5,127.5
2024-04-01 14:49:00,4569,Turrón,4,34.0,136.0
2024-04-01 14:55:00,4570,Coca-Cola,1,25.5,25.5
2024-04-01 14:58:00,4571,Taco,1,34.0,34.0
2024-04-01 15:13:00,4572,Nuegado,3,25.5,76.5
2024-04-01 15:18:00,4573,Taco,8,34.0,272.0
2024-04-01 15:27:00,4574,Empanada,8,51.0,408.0
2024-04-01 15:27:00,4575,Pozol,4,34.0,136.0
2024-04-01 15:28:00,4576,Coca-Cola,3,25.5,76.5
2024-04-01 15:29:00,4577,Turrón,7,34.0,238.0
2024-04-01 15:35:00,4578,Taco,8,34.0,272.0
2024-04-01 15:40:00,4579,Turrón,2,34.0,68.0
2024-04-01 15:48:00,4580,Taco,9,34.0,306.0
2024-04-01 16:05:00,4581,Nuegado,1,25.5,25.5
2024-04-01 16:07:00,4582,Coca-Cola,9,25.5,229.5
2024-04-01 16:07:00,4583,Turrón,9,34.0,306.0
2024-04-01 16:18:00,4584,Pozol,3,34.0,102.0
2024-04-01 16:40:00,4585,Pozol,4,34.0,136.0
2024-04-01 16:47:00,4586,Turrón,4,34.0,136.0
2024-04-01 16:48:00,4587,Nuegado,1,25.5,25.5
2024-04-02 07:07:00,4588,Gordita,6,42.5,255.0
2024-04-02 07:20:00,4589,Taco,9,34.0,306.0
2024-04-02 07:34:00,4590,Taco,7,34.0,238.0
2024-04-02 07:35:00,4591,Empanada,1,51.0,51.0
2024-04-02 08:04:00,4592,Empanada,6,51.0,306.0
2024-04-02 08:08:00,4593,Gordita,6,42.5,255.0
2024-04-02 08:16:00,4594,Turrón,2,34.0,68.0
2024-04-02 08:49:00,4595,Coca-Cola,10,25.5,255.0
2024-04-02 08:55:00,4596,Empanada,9,51.0,459.0
2024-04-02 09:04:00,4597,Nuegado,2,25.5,51.0
2024-04-02 09:10:00,4598,Pozol,7,34.0,238.0
2024-04-02 09:13:00,4599,Empanada,6,51.0,306.0
2024-04-02 09:43:00,4600,Nuegado,5,25.5,127.5
2024-04-02 09:45:00,4601,Pozol,6,34.0,204.0
2024-04-02 09:55:00,4602,Empanada,3,51.0,153.0
2024-04-02 10:11:00,4603,Nuegado,7,25.5,178.5
2024-04-02 10:14:00,4604,Nuegado,5,25.5,127.5
2024-04-02 10:22:00,4605,Turrón,3,34.0,102.0
2024-04-02 10:31:00,4606,Turrón,7,34.0,238.0
2024-04-02 10:44:00,4607,Gordita,10,42.5,425.0
2024-04-02 10:54:00,4608,Coca-Cola,10,25.5,255.0
2024-04-02 10:58:00,4609,Nuegado,10,25.5,255.0
2024-04-02 11:05:00,4610,Nuegado,7,25.5,178.5
2024-04-02 11:09:00,4611,Coca-Cola,1,25.5,25.5
2024-04-02 11:12:00,4612,Nuegado,5,25.5,127.5
2024-04-02 11:14:00,4613,Nuegado,7,25.5,178.5
2024-04-02 11:24:00,4614,Taco,8,34.0,272.0
2024-04-02 11:46:00,4615,Empanada,9,51.0,459.0
2024-04-02 11:47:00,4616,Turrón,3,34.0,102.0
2024-04-02 11:48:00,4617,Turrón,4,34.0,136.0
2024-04-02 11:48:00,4618,Coca-Cola,10,25.5,255.0
2024-04-02 11:55:00,4619,Taco,5,34.0,170.0
2024-04-02 12:00:00,4620,Empanada,1,51.0,51.0
2024-04-02 12:05:00,4621,Turrón,1,34.0,34.0
2024-04-02 12:12:00,4622,Nuegado,10,25.5,255.0
2024-04-02 12:19:00,4623,Empanada,1,51.0,51.0
2024-04-02 12:22:00,4624,Pozol,4,34.0,136.0
2024-04-02 12:51:00,4625,Empanada,2,51.0,102.0
2024-04-02 13:14:00,4626,Coca-Cola,10,25.5,255.0
2024-04-02 13:18:00,4627,Turrón,6,34.0,204.0
2024-04-02 13:52:00,4628,Pozol,10,34.0,340.0
2024-04-02 13:55:00,4629,Empanada,8,51.0,408.0
2024-04-02 13:58:00,4630,Gordita,6,42.5,255.0
2024-04-02 14:08:00,4631,Empanada,10,51.0,510.0
2024-04-02 14:11:00,4632,Pozol,8,34.0,272.0
2024-04-02 14:26:00,4633,Coca-Cola,10,25.5,255.0
2024-04-02 14:30:00,4634,Pozol,6,34.0,204.0
2024-04-02 14:32:00,4635,Empanada,8,51.0,408.0
2024-04-02 14:33:00,4636,Nuegado,5,25.5,127.5
2024-04-02 14:43:00,4637,Empanada,4,51.0,204.0
2024-04-02 14:47:00,4638,Pozol,8,34.0,272.0
2024-04-02 14:50:00,4639,Coca-Cola,6,25.5,153.0
2024-04-02 14:56:00,4640,Taco,9,34.0,306.0
2024-04-02 15:16:00,4641,Turrón,4,34.0,136.0
2024-04-02 15:41:00,4642,Empanada,2,51.0,102.0
2024-04-02 15:53:00,4643,Turrón,6,34.0,204.0
2024-04-02 15:54:00,4644,Pozol,2,34.0,68.0
2024-04-02 15:58:00,4645,Turrón,7,34.0,238.0
2024-04-02 15:59:00,4646,Pozol,1,34.0,34.0
2024-04-02 16:04:00,4647,Empanada,10,51.0,510.0
2024-04-02 16:13:00,4648,Turrón,10,34.0,340.0
2024-04-02 16:20:00,4649,Empanada,7,51.0,357.0
2024-04-02 16:28:00,4650,Turrón,3,34.0,102.0
2024-04-02 16:31:00,4651,Taco,6,34.0,204.0
2024-04-02 16:32:00,4652,Taco,10,34.0,340.0
2024-04-02 16:37:00,4653,Taco,10,34.0,340.0
2024-04-02 16:38:00,4654,Pozol,9,34.0,306.0
2024-04-03 07:19:00,4655,Turrón,9,34.0,306.0
2024-04-03 07:22:00,4656,Nuegado,1,25.5,25.5
2024-04-03 07:29:00,4657,Pozol,9,34.0,306.0
2024-04-03 07:51:00,4658,Coca-Cola,2,25.5,51.0
2024-04-03 07:55:00,4659,Empanada,4,51.0,204.0
2024-04-03 08:00:00,4660,Coca-Cola,3,25.5,76.5
2024-04-03 08:07:00,4661,Empanada,8,51.0,408.0
2024-04-03 08:14:00,4662,Pozol,3,34.0,102.0
2024-04-03 08:15:00,4663,Coca-Cola,7,25.5,178.5
2024-04-03 09:05:00,4664,Gordita,7,42.5,297.5
2024-04-03 09:20:00,4665,Taco,2,34.0,68.0
2024-04-03 09:24:00,4666,Taco,3,34.0,102.0
2024-04-03 09:27:00,4667,Pozol,6,34.0,204.0
2024-04-03 09:28:00,4668,Nuegado,4,25.5,102.0
2024-04-03 09:31:00,4669,Coca-Cola,10,25.5,255.0
2024-04-03 09:38:00,4670,Empanada,2,51.0,102.0
2024-04-03 09:39:00,4671,Nuegado,8,25.5,204.0
2024-04-03 10:42:00,4672,Gordita,4,42.5,170.0
2024-04-03 10:49:00,4673,Taco,3,34.0,102.0
2024-04-03 11:01:00,4674,Taco,9,34.0,306.0
2024-04-03 11:03:00,4675,Gordita,2,42.5,85.0
2024-04-03 11:04:00,4676,Pozol,8,34.0,272.0
2024-04-03 11:12:00,4677,Coca-Cola,7,25.5,178.5
2024-04-03 11:25:00,4678,Coca-Cola,3,25.5,76.5
2024-04-03 11:35:00,4679,Coca-Cola,3,25.5,76.5
2024-04-03 11:53:00,4680,Taco,1,34.0,34.0
2024-04-03 11:55:00,4681,Taco,3,34.0,102.0
2024-04-03 12:11:00,4682,Empanada,2,51.0,102.0
2024-04-03 12:15:00,4683,Gordita,1,42.5,42.5
2024-04-03 12:23:00,4684,Gordita,4,42.5,170.0
2024-04-03 12:25:00,4685,Empanada,6,51.0,306.0
2024-04-03 12:26:00,4686,Gordita,9,42.5,382.5
2024-04-03 12:27:00,4687,Taco,8,34.0,272.0
2024-04-03 12:33:00,4688,Empanada,10,51.0,510.0
2024-04-03 12:41:00,4689,Gordita,4,42.5,170.0
2024-04-03 12:46:00,4690,Nuegado,10,25.5,255.0
2024-04-03 12:52:00,4691,Taco,8,34.0,272.0
2024-04-03 13:04:00,4692,Coca-Cola,2,25.5,51.0
2024-04-03 13:23:00,4693,Nuegado,9,25.5,229.5
2024-04-03 13:24:00,4694,Pozol,10,34.0,340.0
2024-04-03 13:26:00,4695,Nuegado,5,25.5,127.5
2024-04-03 13:28:00,4696,Coca-Cola,3,25.5,76.5
2024-04-03 13:32:00,4697,Coca-Cola,10,25.5,255.0
2024-04-03 13:40:00,4698,Coca-Cola,3,25.5,76.5
2024-04-03 13:48:00,4699,Taco,8,34.0,272.0
2024-04-03 14:02:00,4700,Coca-Cola,5,25.5,127.5
2024-04-03 14:05:00,4701,Pozol,10,34.0,340.0
2024-04-03 14:34:00,4702,Turrón,1,34.0,34.0
2024-04-03 14:41:00,4703,Nuegado,6,25.5,153.0
2024-04-03 14:57:00,4704,Nuegado,8,25.5,204.0
2024-04-03 15:03:00,4705,Taco,4,34.0,136.0
2024-04-03 15:11:00,4706,Taco,8,34.0,272.0
2024-04-03 15:14:00,4707,Coca-Cola,8,25.5,204.0
2024-04-03 15:19:00,4708,Nuegado,7,25.5,178.5
2024-04-03 15:21:00,4709,Empanada,10,51.0,510.0
2024-04-03 15:26:00,4710,Gordita,1,42.5,42.5
2024-04-03 15:52:00,4711,Coca-Cola,8,25.5,204.0
2024-04-03 15:54:00,4712,Pozol,8,34.0,272.0
2024-04-03 15:59:00,4713,Pozol,8,34.0,272.0
2024-04-03 16:10:00,4714,Taco,3,34.0,102.0
2024-04-03 16:58:00,4715,Taco,9,34.0,306.0
2024-04-04 07:12:00,4716,Turrón,8,34.0,272.0
2024-04-04 07:15:00,4717,Empanada,2,51.0,102.0
2024-04-04 07:22:00,4718,Pozol,9,34.0,306.0
2024-04-04 07:40:00,4719,Coca-Cola,8,25.5,204.0
2024-04-04 07:44:00,4720,Gordita,2,42.5,85.0
2024-04-04 07:50:00,4721,Taco,3,34.0,102.0
2024-04-04 08:00:00,4722,Nuegado,6,25.5,153.0
2024-04-04 08:06:00,4723,Turrón,4,34.0,136.0
2024-04-04 08:14:00,4724,Taco,6,34.0,204.0
2024-04-04 08:20:00,4725,Turrón,4,34.0,136.0
2024-04-04 08:53:00,4726,Turrón,9,34.0,306.0
2024-04-04 08:59:00,4727,Empanada,7,51.0,357.0
2024-04-04 09:03:00,4728,Empanada,5,51.0,255.0
2024-04-04 09:34:00,4729,Coca-Cola,1,25.5,25.5
2024-04-04 09:36:00,4730,Empanada,4,51.0,204.0
2024-04-04 09:55:00,4731,Coca-Cola,8,25.5,204.0
2024-04-04 10:12:00,4732,Pozol,6,34.0,204.0
2024-04-04 10:23:00,4733,Coca-Cola,4,25.5,102.0
2024-04-04 10:27:00,4734,Gordita,1,42.5,42.5
2024-04-04 10:30:00,4735,Nuegado,9,25.5,229.5
2024-04-04 10:35:00,4736,Taco,8,34.0,272.0
2024-04-04 10:48:00,4737,Empanada,8,51.0,408.0
2024-04-04 10:52:00,4738,Empanada,6,51.0,306.0
2024-04-04 11:12:00,4739,Empanada,7,51.0,357.0
2024-04-04 11:13:00,4740,Coca-Cola,5,25.5,127.5
2024-04-04 11:16:00,4741,Turrón,5,34.0,170.0
2024-04-04 11:25:00,4742,Nuegado,8,25.5,204.0
2024-04-04 11:26:00,4743,Nuegado,6,25.5,153.0
2024-04-04 11:29:00,4744,Pozol,5,34.0,170.0
2024-04-04 11:38:00,4745,Gordita,4,42.5,170.0
2024-04-04 11:43:00,4746,Turrón,2,34.0,68.0
2024-04-04 11:58:00,4747,Coca-Cola,10,25.5,255.0
2024-04-04 12:17:00,4748,Coca-Cola,6,25.5,153.0
2024-04-04 12:32:00,4749,Coca-Cola,5,25.5,127.5
2024-04-04 12:47:00,4750,Taco,4,34.0,136.0
2024-04-04 12:48:00,4751,Empanada,1,51.0,51.0
2024-04-04 12:57:00,4752,Taco,4,34.0,136.0
2024-04-04 13:23:00,4753,Gordita,9,42.5,382.5
2024-04-04 13:27:00,4754,Nuegado,1,25.5,25.5
2024-04-04 13:36:00,4755,Gordita,10,42.5,425.0
2024-04-04 13:49:00,4756,Pozol,6,34.0,204.0
2024-04-04 13:55:00,4757,Gordita,5,42.5,212.5
2024-04-04 14:00:00,4758,Coca-Cola,6,25.5,153.0
2024-04-04 14:14:00,4759,Taco,6,34.0,204.0
2024-04-04 14:19:00,4760,Nuegado,5,25.5,127.5
2024-04-04 14:28:00,4761,Empanada,9,51.0,459.0
2024-04-04 14:40:00,4762,Coca-Cola,5,25.5,127.5
2024-04-04 14:59:00,4763,Pozol,8,34.0,272.0
2024-04-04 15:27:00,4764,Coca-Cola,3,25.5,76.5
2024-04-04 15:45:00,4765,Empanada,8,51.0,408.0
2024-04-04 16:03:00,4766,Turrón,8,34.0,272.0
2024-04-04 16:33:00,4767,Coca-Cola,6,25.5,153.0
2024-04-04 16:38:00,4768,Gordita,5,42.5,212.5
2024-04-04 16:41:00,4769,Taco,2,34.0,68.0
2024-04-05 07:01:00,4770,Coca-Cola,5,25.5,127.5
2024-04-05 07:03:00,4771,Gordita,2,42.5,85.0
2024-04-05 07:10:00,4772,Coca-Cola,3,25.5,76.5
2024-04-05 07:15:00,4773,Pozol,9,34.0,306.0
2024-04-05 07:15:00,4774,Empanada,10,51.0,510.0
2024-04-05 07:19:00,4775,Gordita,5,42.5,212.5
2024-04-05 07:28:00,4776,Taco,3,34.0,102.0
2024-04-05 07:33:00,4777,Coca-Cola,4,25.5,102.0
2024-04-05 07:39:00,4778,Gordita,6,42.5,255.0
2024-04-05 07:43:00,4779,Taco,8,34.0,272.0
2024-04-05 07:51:00,4780,Pozol,1,34.0,34.0
2024-04-05 07:53:00,4781,Taco,8,34.0,272.0
2024-04-05 08:04:00,4782,Turrón,8,34.0,272.0
2024-04-05 08:07:00,4783,Empanada,8,51.0,408.0
2024-04-05 08:14:00,4784,Empanada,7,51.0,357.0
2024-04-05 08:50:00,4785,Empanada,7,51.0,357.0
2024-04-05 09:00:00,4786,Nuegado,3,25.5,76.5
2024-04-05 09:04:00,4787,Turrón,7,34.0,238.0
2024-04-05 09:13:00,4788,Empanada,6,51.0,306.0
2024-04-05 09:41:00,4789,Gordita,10,42.5,425.0
2024-04-05 10:08:00,4790,Empanada,9,51.0,459.0
2024-04-05 10:09:00,4791,Turrón,6,34.0,204.0
2024-04-05 10:10:00,4792,Empanada,1,51.0,51.0
2024-04-05 10:13:00,4793,Pozol,3,34.0,102.0
2024-04-05 10:33:00,4794,Coca-Cola,7,25.5,178.5
2024-04-05 11:05:00,4795,Turrón,4,34.0,136.0
2024-04-05 11:13:00,4796,Gordita,8,42.5,340.0
2024-04-05 11:19:00,4797,Coca-Cola,10,25.5,255.0
2024-04-05 11:24:00,4798,Pozol,10,34.0,340.0
2024-04-05 11:24:00,4799,Pozol,2,34.0,68.0
2024-04-05 11:32:00,4800,Empanada,8,51.0,408.0
2024-04-05 11:49:00,4801,Taco,5,34.0,170.0
2024-04-05 11:49:00,4802,Nuegado,1,25.5,25.5
2024-04-05 11:52:00,4803,Pozol,2,34.0,68.0
2024-04-05 12:18:00,4804,Coca-Cola,2,25.5,51.0
2024-04-05 12:19:00,4805,Coca-Cola,1,25.5,25.5
2024-04-05 12:29:00,4806,Coca-Cola,1,25.5,25.5
2024-04-05 12:32:00,4807,Taco,1,34.0,34.0
2024-04-05 12:41:00,4808,Turrón,6,34.0,204.0
2024-04-05 12:47:00,4809,Turrón,2,34.0,68.0
2024-04-05 13:11:00,4810,Coca-Cola,8,25.5,204.0
2024-04-05 13:28:00,4811,Empanada,2,51.0,102.0
2024-04-05 14:00:00,4812,Turrón,5,34.0,170.0
2024-04-05 14:11:00,4813,Turrón,3,34.0,102.0
2024-04-05 14:17:00,4814,Pozol,4,34.0,136.0
2024-04-05 14:26:00,4815,Taco,6,34.0,204.0
2024-04-05 14:40:00,4816,Gordita,2,42.5,85.0
2024-04-05 14:43:00,4817,Empanada,7,51.0,357.0
2024-04-05 15:02:00,4818,Taco,8,34.0,272.0
2024-04-05 15:11:00,4819,Pozol,9,34.0,306.0
2024-04-05 15:19:00,4820,Pozol,10,34.0,340.0
2024-04-05 15:20:00,4821,Turrón,8,34.0,272.0
2024-04-05 15:34:00,4822,Empanada,8,51.0,408.0
2024-04-05 15:38:00,4823,Gordita,2,42.5,85.0
2024-04-05 15:57:00,4824,Nuegado,1,25.5,25.5
2024-04-05 16:04:00,4825,Nuegado,2,25.5,51.0
2024-04-05 16:06:00,4826,Pozol,2,34.0,68.0
2024-04-05 16:07:00,4827,Gordita,9,42.5,382.5
2024-04-05 16:15:00,4828,Taco,6,34.0,204.0
2024-04-05 16:17:00,4829,Coca-Cola,7,25.5,178.5
2024-04-05 16:21:00,4830,Empanada,5,51.0,255.0
2024-04-05 16:29:00,4831,Coca-Cola,8,25.5,204.0
2024-04-05 16:34:00,4832,Pozol,1,34.0,34.0
2024-04-05 16:47:00,4833,Pozol,10,34.0,340.0
2024-04-05 16:50:00,4834,Coca-Cola,10,25.5,255.0
2024-04-05 16:52:00,4835,Turrón,8,34.0,272.0
2024-04-06 07:00:00,4836,Taco,6,34.0,204.0
2024-04-06 07:01:00,4837,Empanada,5,51.0,255.0
2024-04-06 07:40:00,4838,Gordita,5,42.5,212.5
2024-04-06 08:10:00,4839,Empanada,8,51.0,408.0
2024-04-06 08:16:00,4840,Pozol,2,34.0,68.0
2024-04-06 08:27:00,4841,Gordita,10,42.5,425.0
2024-04-06 08:28:00,4842,Turrón,9,34.0,306.0
2024-04-06 08:30:00,4843,Taco,2,34.0,68.0
2024-04-06 08:44:00,4844,Pozol,10,34.0,340.0
2024-04-06 09:09:00,4845,Gordita,4,42.5,170.0
2024-04-06 09:16:00,4846,Pozol,1,34.0,34.0
2024-04-06 09:24:00,4847,Turrón,6,34.0,204.0
2024-04-06 09:25:00,4848,Empanada,8,51.0,408.0
2024-04-06 09:26:00,4849,Gordita,8,42.5,340.0
2024-04-06 09:32:00,4850,Empanada,9,51.0,459.0
2024-04-06 09:58:00,4851,Empanada,6,51.0,306.0
2024-04-06 10:05:00,4852,Pozol,6,34.0,204.0
2024-04-06 10:16:00,4853,Pozol,1,34.0,34.0
2024-04-06 10:21:00,4854,Taco,3,34.0,102.0
2024-04-06 10:27:00,4855,Turrón,1,34.0,34.0
2024-04-06 10:29:00,4856,Pozol,4,34.0,136.0
2024-04-06 10:33:00,4857,Coca-Cola,7,25.5,178.5
2024-04-06 10:37:00,4858,Taco,2,34.0,68.0
2024-04-06 10:42:00,4859,Taco,2,34.0,68.0
2024-04-06 10:49:00,4860,Turrón,6,34.0,204.0
2024-04-06 10:57:00,4861,Taco,9,34.0,306.0
2024-04-06 11:10:00,4862,Pozol,9,34.0,306.0
2024-04-06 11:30:00,4863,Pozol,9,34.0,306.0
2024-04-06 11:30:00,4864,Turrón,1,34.0,34.0
2024-04-06 11:32:00,4865,Taco,8,34.0,272.0
2024-04-06 11:33:00,4866,Pozol,6,34.0,204.0
2024-04-06 11:49:00,4867,Gordita,8,42.5,340.0
2024-04-06 12:10:00,4868,Empanada,9,51.0,459.0
2024-04-06 12:15:00,4869,Empanada,8,51.0,408.0
2024-04-06 13:01:00,4870,Empanada,5,51.0,255.0
2024-04-06 13:05:00,4871,Turrón,5,34.0,170.0
2024-04-06 13:06:00,4872,Coca-Cola,3,25.5,76.5
2024-04-06 13:08:00,4873,Empanada,5,51.0,255.0
2024-04-06 13:12:00,4874,Pozol,5,34.0,170.0
2024-04-06 13:24:00,4875,Pozol,9,34.0,306.0
2024-04-06 13:25:00,4876,Gordita,6,42.5,255.0
2024-04-06 13:33:00,4877,Nuegado,4,25.5,102.0
2024-04-06 13:47:00,4878,Empanada,2,51.0,102.0
2024-04-06 13:50:00,4879,Gordita,4,42.5,170.0
2024-04-06 13:50:00,4880,Turrón,8,34.0,272.0
2024-04-06 14:16:00,4881,Empanada,2,51.0,102.0
2024-04-06 14:23:00,4882,Coca-Cola,4,25.5,102.0
2024-04-06 14:41:00,4883,Taco,9,34.0,306.0
2024-04-06 14:45:00,4884,Taco,10,34.0,340.0
2024-04-06 14:48:00,4885,Pozol,5,34.0,170.0
2024-04-06 14:50:00,4886,Gordita,1,42.5,42.5
2024-04-06 14:52:00,4887,Pozol,8,34.0,272.0
2024-04-06 14:56:00,4888,Taco,8,34.0,272.0
2024-04-06 15:03:00,4889,Gordita,7,42.5,297.5
2024-04-06 15:05:00,4890,Pozol,2,34.0,68.0
2024-04-06 15:29:00,4891,Empanada,4,51.0,204.0
2024-04-06 15:42:00,4892,Pozol,1,34.0,34.0
2024-04-06 15:48:00,4893,Empanada,10,51.0,510.0
2024-04-06 15:49:00,4894,Gordita,1,42.5,42.5
2024-04-06 15:50:00,4895,Pozol,7,34.0,238.0
2024-04-06 16:03:00,4896,Turrón,5,34.0,170.0
2024-04-06 16:09:00,4897,Turrón,10,34.0,340.0
2024-04-06 16:14:00,4898,Turrón,5,34.0,170.0
